Regulator	Interaction	Target	Weight
AT5G06110	regulates	AT1G26945	0.166038821960104
AT1G01260	regulates	AT1G67265	0.46375217368526
AT1G01260	regulates	AT1G70920	0.19721020076075
AT1G01260	regulates	AT1G76640	0.12794215464504
AT1G58100	regulates	AT2G26580	1
AT5G06110	regulates	AT3G18010	0.0512513633062519
AT1G01260	regulates	AT3G45610	0.107900663891871
AT1G58100	regulates	AT3G48920	0.561951050396384
AT1G01260	regulates	AT3G50750	0.151243741806834
AT5G06110	regulates	AT3G51060	0.078548816258721
AT1G01260	regulates	AT3G60390	0.35983582017457
AT1G01260	regulates	AT4G09460	0.169787550297601
AT5G06110	regulates	AT4G13790	0.271559588117254
AT1G01260	regulates	AT4G15396	0
AT1G01260	regulates	AT4G15440	0.0645761669700731
AT1G01260	regulates	AT4G35580	0.114977478771348
AT1G01260	regulates	AT5G07010	0.0858497907593674
AT1G58100	regulates	AT5G14200	0.202291674648542
AT1G01260	regulates	AT5G42650	0.224306750259024
AT1G58100	regulates	AT5G50335	0.440860132082258
AT1G58100	regulates	AT5G53660	0.079234291699839
